execution_rank,gate_id,gate_name,gate_priority_rank,execution_milestone,execution_milestone_rank,execution_milestone_description,queue_rank,priority_band,strategy_id,strategy_support_level,strategy_role,work_package_focus,hardening_requirement,requirement_priority,action_class,dependency_type,dependency_status,required_threshold,observed_value,current_evidence_status,proxy_evidence_available,acceptance_requirement_met,acceptance_ready_now,hardening_status,blocking_gap,required_next_evidence,evidence_summary,evidence_source
360,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",48,P5,S08,partial_missing_required_features,research,WP10,artifact_exploitation_rejection,7,artifact_exploitation_control,artifact_control_and_negative_template_reruns,missing_required_evidence,strategy does not exploit generator artifacts or synthetic-only templates,not available in current Phase 14 evidence,missing_artifact_exploitation_rejection,False,False,False,missing_required_acceptance_evidence,No negative-control or artifact-exploitation rerun exists for realism acceptance.,Run artifact/control templates and reject strategies whose edge disappears or depends on generator-specific artifacts.,quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
361,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",49,P5,S10,not_supported_by_current_product,research_only,WP10,synthetic_quality_gate_clear,1,synthetic_quality_gate_validation,phase14_quality_gates_and_warning_triage,proxy_to_upgrade,no failing or warning quality checks before strategy realism acceptance,pass=24; warn=0; fail=0; triage_rows=0,quality_proxy_clear_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Quality checks are current synthetic diagnostics over one-day calibration and generated scenarios, not strategy rerun evidence.",Keep quality gates green after any generator changes and rerun strategy realism checks on the accepted generator version.,quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
362,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",49,P5,S10,not_supported_by_current_product,research_only,WP10,holdout_generator_coverage,3,holdout_generator_coverage_validation,phase14_holdout_generator_profiles,proxy_to_upgrade,structurally ready holdout-generator profiles exist for development and holdout quarters,15/15 holdout proxy rows; structural_ready=15; quarters=Q-A;Q-B;Q-C,holdout_generator_proxy_available_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Holdout-generator coverage exists as structural proxy evidence, but strategies have not been rerun as acceptance tests.",Run every candidate strategy on predeclared holdout-generator profiles and compare against development/calibration results.,quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
363,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",49,P5,S10,not_supported_by_current_product,research_only,WP6/WP10,feed_imperfection_coverage,4,feed_imperfection_coverage_validation,phase8_feed_profiles_and_holdout_generator,proxy_to_upgrade,holdout evidence includes disconnect and stressed-retail feed profiles,feed_profiles=disconnect_scenario;good_retail;ideal_research;normal_retail;stressed_retail,feed_imperfection_proxy_available_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Feed imperfections exist as generated profiles, not acceptance-grade strategy reruns.",Rerun strategies on disconnect/stressed feed profiles with full lifecycle execution and verify performance does not depend on ideal feed assumptions.,quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
364,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",49,P5,S10,not_supported_by_current_product,research_only,WP10,holdout_strategy_rerun,5,holdout_generator_strategy_rerun,untouched_holdout_generator_strategy_outputs,missing_required_evidence,strategy rerun on holdout-generator configurations with no development leakage,not available in current Phase 14 evidence,missing_holdout_strategy_rerun,False,False,False,missing_required_acceptance_evidence,"Current Phase 14 holdout rows are generator/profile diagnostics, not strategy P&L or signal reruns.",Run Phase 11/12/13 strategy evaluation on Q-B/Q-C holdout profiles and preserve leakage checks.,quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
365,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",49,P5,S10,not_supported_by_current_product,research_only,WP8/WP10,pessimistic_execution_realism,6,pessimistic_execution_realism_rerun,stressed_retail_latency_slippage_and_fill_controls,missing_required_evidence,holdout strategy rerun uses stressed retail latency/slippage/fill assumptions,not available in current Phase 14 evidence,missing_pessimistic_execution_holdout_rerun,False,False,False,missing_required_acceptance_evidence,Strategies have not been rerun on holdout generator outputs with pessimistic execution controls.,"Evaluate holdout-generator strategy results with stressed retail, partial-fill and risk-control assumptions.",quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
366,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",49,P5,S10,not_supported_by_current_product,research_only,WP10,artifact_exploitation_rejection,7,artifact_exploitation_control,artifact_control_and_negative_template_reruns,missing_required_evidence,strategy does not exploit generator artifacts or synthetic-only templates,not available in current Phase 14 evidence,missing_artifact_exploitation_rejection,False,False,False,missing_required_acceptance_evidence,No negative-control or artifact-exploitation rerun exists for realism acceptance.,Run artifact/control templates and reject strategies whose edge disappears or depends on generator-specific artifacts.,quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
367,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",50,P5,S11,not_supported_by_current_product,risk_filter_only,WP10,synthetic_quality_gate_clear,1,synthetic_quality_gate_validation,phase14_quality_gates_and_warning_triage,proxy_to_upgrade,no failing or warning quality checks before strategy realism acceptance,pass=24; warn=0; fail=0; triage_rows=0,quality_proxy_clear_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Quality checks are current synthetic diagnostics over one-day calibration and generated scenarios, not strategy rerun evidence.",Keep quality gates green after any generator changes and rerun strategy realism checks on the accepted generator version.,quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
368,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",50,P5,S11,not_supported_by_current_product,risk_filter_only,WP10,holdout_generator_coverage,3,holdout_generator_coverage_validation,phase14_holdout_generator_profiles,proxy_to_upgrade,structurally ready holdout-generator profiles exist for development and holdout quarters,15/15 holdout proxy rows; structural_ready=15; quarters=Q-A;Q-B;Q-C,holdout_generator_proxy_available_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Holdout-generator coverage exists as structural proxy evidence, but strategies have not been rerun as acceptance tests.",Run every candidate strategy on predeclared holdout-generator profiles and compare against development/calibration results.,quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
369,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",50,P5,S11,not_supported_by_current_product,risk_filter_only,WP6/WP10,feed_imperfection_coverage,4,feed_imperfection_coverage_validation,phase8_feed_profiles_and_holdout_generator,proxy_to_upgrade,holdout evidence includes disconnect and stressed-retail feed profiles,feed_profiles=disconnect_scenario;good_retail;ideal_research;normal_retail;stressed_retail,feed_imperfection_proxy_available_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,"Feed imperfections exist as generated profiles, not acceptance-grade strategy reruns.",Rerun strategies on disconnect/stressed feed profiles with full lifecycle execution and verify performance does not depend on ideal feed assumptions.,quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
370,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",50,P5,S11,not_supported_by_current_product,risk_filter_only,WP10,holdout_strategy_rerun,5,holdout_generator_strategy_rerun,untouched_holdout_generator_strategy_outputs,missing_required_evidence,strategy rerun on holdout-generator configurations with no development leakage,not available in current Phase 14 evidence,missing_holdout_strategy_rerun,False,False,False,missing_required_acceptance_evidence,"Current Phase 14 holdout rows are generator/profile diagnostics, not strategy P&L or signal reruns.",Run Phase 11/12/13 strategy evaluation on Q-B/Q-C holdout profiles and preserve leakage checks.,quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
371,G05_realism,realism,5,M06_holdout_generator_and_realism_reruns,6,"Rerun strategies on holdout generator profiles, feed imperfections, pessimistic execution and artifact controls.",50,P5,S11,not_supported_by_current_product,risk_filter_only,WP8/WP10,pessimistic_execution_realism,6,pessimistic_execution_realism_rerun,stressed_retail_latency_slippage_and_fill_controls,missing_required_evidence,holdout strategy rerun uses stressed retail latency/slippage/fill assumptions,not available in current Phase 14 evidence,missing_pessimistic_execution_holdout_rerun,False,False,False,missing_required_acceptance_evidence,Strategies have not been rerun on holdout generator outputs with pessimistic execution controls.,"Evaluate holdout-generator strategy results with stressed retail, partial-fill and risk-control assumptions.",quality_pass=24/24; warnings=0; fails=0; holdout_rows=15; holdout_proxy_rows=15; feed_profiles=5; quarters=3,outputs/phase14/quality_gate_summary.csv; outputs/phase14/quality_warning_triage.csv; outputs/phase14/holdout_generator_realism_summary.csv; outputs/phase11/strategy_validation_matrix.csv
