shock_id,counterfactual_group,variant,quarter_profile,scenario_day,trade_date,regime_code,regime_family,scope,target,shock_type,required_l2_effects,evidence_label,start_time,duration_minutes,price_jump_bps,drift_after_jump_bps,volatility_multiplier,event_rate_multiplier,spread_multiplier,depth_multiplier_bid,depth_multiplier_ask,buy_sell_flow_bias,correlation_multiplier,recovery_half_life_minutes,reversal_probability
Q-C-059-D20-M-positive_shock,Q-C-059-D20,positive_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,market,ALL,shock_and_normalize,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:15:00,60,207.1958,16.0847,5.7131,3.7713,2.6458,0.5531,0.4471,0.7879,1.8687,30,0.2221
Q-C-059-D20-M-negative_shock,Q-C-059-D20,negative_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,market,ALL,shock_and_normalize,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,45,-139.4054,-25.3657,3.6755,2.1538,2.4142,0.2738,0.5487,-0.705,2.7371,15,0.3224
Q-C-059-D20-M-quick_recovery,Q-C-059-D20,quick_recovery,Q-C,59,2026-10-02,D20,Shock-and-normalize,market,ALL,shock_and_normalize,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,90,-25.5931,15.3559,3.6157,2.2476,2.8488,0.3257,0.5332,-0.8279,2.6349,5,0.618
Q-C-059-D20-M-continuation,Q-C-059-D20,continuation,Q-C,59,2026-10-02,D20,Shock-and-normalize,market,ALL,shock_and_normalize,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,60,-188.7003,-84.9151,5.9419,3.2697,3.7952,0.521,0.8058,-0.5863,2.0992,60,0.1953
Q-C-059-D20-T-ADANIPORTS-positive_shock,Q-C-059-D20-ADANIPORTS,positive_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,ADANIPORTS,headline_rumor_reversal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:15:00,60,36.5135,-5.699,4.5503,2.7745,2.9761,0.7138,0.5055,0.685,1.6149,30,0.3215
Q-C-059-D20-T-ADANIPORTS-negative_shock,Q-C-059-D20-ADANIPORTS,negative_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,ADANIPORTS,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,45,-240.3268,35.5645,4.153,3.5597,3.5525,0.3827,0.7716,-0.567,1.9048,60,0.2746
Q-C-059-D20-T-ADANIPORTS-quick_recovery,Q-C-059-D20-ADANIPORTS,quick_recovery,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,ADANIPORTS,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,90,-50.5388,30.3233,4.3886,3.6149,2.5956,0.4785,0.6403,-0.3249,2.4184,15,0.6016
Q-C-059-D20-T-ADANIPORTS-continuation,Q-C-059-D20-ADANIPORTS,continuation,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,ADANIPORTS,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,90,-222.7357,-100.2311,5.114,3.9872,3.4221,0.5584,0.796,-0.3836,2.5575,120,0.1477
Q-C-059-D20-T-BAJAJ-AUTO-positive_shock,Q-C-059-D20-BAJAJ-AUTO,positive_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BAJAJ-AUTO,liquidity_disappearance,visible depth thinning;spread widening;stale pockets;replenishment test,synthetic_shock_design,11:45:00,30,355.8745,-7.3332,4.0863,2.0501,3.4414,0.601,0.4502,0.4723,1.8674,60,0.4195
Q-C-059-D20-T-BAJAJ-AUTO-negative_shock,Q-C-059-D20-BAJAJ-AUTO,negative_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BAJAJ-AUTO,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,30,-294.1745,20.4222,5.6836,1.7835,1.9906,0.4254,0.7373,-0.6517,2.5562,60,0.2352
Q-C-059-D20-T-BAJAJ-AUTO-quick_recovery,Q-C-059-D20-BAJAJ-AUTO,quick_recovery,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BAJAJ-AUTO,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,60,-154.9597,92.9758,4.9821,4.0118,3.7067,0.4685,0.6872,-0.6118,2.2991,10,0.7829
Q-C-059-D20-T-BAJAJ-AUTO-continuation,Q-C-059-D20-BAJAJ-AUTO,continuation,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BAJAJ-AUTO,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,11:45:00,90,-139.5817,-62.8118,3.1359,2.0586,2.467,0.2533,0.7181,-0.5348,2.5395,45,0.0734
Q-C-059-D20-T-BANKBEES-positive_shock,Q-C-059-D20-BANKBEES,positive_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BANKBEES,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:00:00,60,100.4671,-4.7371,3.6672,2.3403,2.7511,0.661,0.5063,0.5188,2.7665,15,0.4611
Q-C-059-D20-T-BANKBEES-negative_shock,Q-C-059-D20-BANKBEES,negative_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BANKBEES,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,11:45:00,30,-102.8655,-1.6637,5.0987,2.3894,3.7145,0.2684,0.5619,-0.5973,2.0967,30,0.3773
Q-C-059-D20-T-BANKBEES-quick_recovery,Q-C-059-D20-BANKBEES,quick_recovery,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BANKBEES,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,11:45:00,60,-320.1502,192.0901,5.5854,2.2336,1.8539,0.4033,0.8206,-0.3597,2.7296,10,0.6545
Q-C-059-D20-T-BANKBEES-continuation,Q-C-059-D20-BANKBEES,continuation,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BANKBEES,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,60,-24.3504,-10.9577,3.7674,1.8616,3.5627,0.4245,0.6106,-0.4591,2.0619,60,0.2226
Q-C-059-D20-T-BHARTIARTL-positive_shock,Q-C-059-D20-BHARTIARTL,positive_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BHARTIARTL,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:00:00,45,105.8876,-4.2683,5.9756,2.7199,3.8413,0.5374,0.4101,0.482,2.6538,15,0.3905
Q-C-059-D20-T-BHARTIARTL-negative_shock,Q-C-059-D20-BHARTIARTL,negative_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BHARTIARTL,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,45,-105.7435,17.929,4.5849,3.4757,3.6221,0.2787,0.6193,-0.3386,2.7224,30,0.3986
Q-C-059-D20-T-BHARTIARTL-quick_recovery,Q-C-059-D20-BHARTIARTL,quick_recovery,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BHARTIARTL,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,11:45:00,30,-117.4726,70.4835,4.4615,3.5538,2.2742,0.2712,0.7876,-0.7284,2.3958,15,0.7663
Q-C-059-D20-T-BHARTIARTL-continuation,Q-C-059-D20-BHARTIARTL,continuation,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BHARTIARTL,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,30,-153.5813,-69.1116,3.1871,3.3923,2.7114,0.4583,0.7958,-0.3812,2.5672,60,0.1656
Q-C-059-D20-T-BPCL-positive_shock,Q-C-059-D20-BPCL,positive_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BPCL,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:15:00,90,355.1753,50.6685,2.6691,3.3648,2.1243,0.7142,0.3878,0.2611,2.2218,45,0.3448
Q-C-059-D20-T-BPCL-negative_shock,Q-C-059-D20-BPCL,negative_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BPCL,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,60,-108.5704,16.5463,2.9308,3.1972,3.9076,0.3427,0.8019,-0.8283,1.7192,30,0.4209
Q-C-059-D20-T-BPCL-quick_recovery,Q-C-059-D20-BPCL,quick_recovery,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BPCL,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,45,-72.1961,43.3177,3.957,3.048,1.9571,0.4061,0.6842,-0.6529,2.4028,10,0.6577
Q-C-059-D20-T-BPCL-continuation,Q-C-059-D20-BPCL,continuation,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BPCL,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,30,-36.7874,-16.5543,3.084,3.378,2.0237,0.5369,0.7298,-0.4099,2.2165,90,0.2483
Q-C-059-D20-T-BRITANNIA-positive_shock,Q-C-059-D20-BRITANNIA,positive_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BRITANNIA,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:30:00,30,193.6795,11.2081,4.3682,1.9762,2.6133,0.6129,0.3692,0.6873,2.1248,45,0.252
Q-C-059-D20-T-BRITANNIA-negative_shock,Q-C-059-D20-BRITANNIA,negative_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BRITANNIA,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,45,-269.167,26.1721,3.3745,3.6773,1.8376,0.3955,0.554,-0.3581,2.1219,30,0.3535
Q-C-059-D20-T-BRITANNIA-quick_recovery,Q-C-059-D20-BRITANNIA,quick_recovery,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BRITANNIA,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,60,-146.4039,87.8424,5.0097,2.6468,2.2256,0.4346,0.7604,-0.3077,2.6385,5,0.6596
Q-C-059-D20-T-BRITANNIA-continuation,Q-C-059-D20-BRITANNIA,continuation,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,BRITANNIA,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,45,-300.453,-135.2038,4.6733,1.9264,2.5178,0.5582,0.6763,-0.3471,2.6418,90,0.074
Q-C-059-D20-T-CIPLA-positive_shock,Q-C-059-D20-CIPLA,positive_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,CIPLA,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:15:00,45,141.3483,8.7908,3.8126,3.16,3.3548,0.8167,0.3248,0.2572,2.529,60,0.4156
Q-C-059-D20-T-CIPLA-negative_shock,Q-C-059-D20-CIPLA,negative_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,CIPLA,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,30,-345.7526,-59.5687,5.9424,2.6955,3.3298,0.3901,0.6977,-0.4184,2.4356,15,0.2881
Q-C-059-D20-T-CIPLA-quick_recovery,Q-C-059-D20-CIPLA,quick_recovery,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,CIPLA,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,45,-324.8665,194.9199,5.1292,3.7379,3.8371,0.5308,0.6243,-0.6673,1.84,10,0.6968
Q-C-059-D20-T-CIPLA-continuation,Q-C-059-D20-CIPLA,continuation,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,CIPLA,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,30,-355.3113,-159.8901,2.8472,3.0422,3.6587,0.2502,0.6472,-0.5006,1.9366,90,0.1834
Q-C-059-D20-T-DRREDDY-positive_shock,Q-C-059-D20-DRREDDY,positive_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,DRREDDY,regulatory_action,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,11:45:00,60,121.235,-8.1351,5.2742,3.6314,3.7354,0.6269,0.4582,0.4866,2.542,30,0.3253
Q-C-059-D20-T-DRREDDY-negative_shock,Q-C-059-D20-DRREDDY,negative_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,DRREDDY,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,30,-154.8023,28.7717,3.262,3.7812,3.9887,0.3529,0.66,-0.7259,2.4746,45,0.4307
Q-C-059-D20-T-DRREDDY-quick_recovery,Q-C-059-D20-DRREDDY,quick_recovery,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,DRREDDY,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,90,-153.9961,92.3977,4.275,1.8735,3.0713,0.4287,0.796,-0.6997,2.7137,10,0.6061
Q-C-059-D20-T-DRREDDY-continuation,Q-C-059-D20-DRREDDY,continuation,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,DRREDDY,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,45,-291.2044,-131.042,4.0461,2.5165,2.3976,0.4855,0.6521,-0.3389,2.7331,120,0.2124
Q-C-059-D20-T-GOLDBEES-positive_shock,Q-C-059-D20-GOLDBEES,positive_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,GOLDBEES,block_volume_burst,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:30:00,45,221.5191,-0.6913,2.9667,2.622,3.5774,0.7904,0.4455,0.2789,2.2371,30,0.3302
Q-C-059-D20-T-GOLDBEES-negative_shock,Q-C-059-D20-GOLDBEES,negative_shock,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,GOLDBEES,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,90,-27.8923,-1.3223,5.6931,3.2457,3.5731,0.3123,0.7756,-0.4779,2.5101,30,0.2622
Q-C-059-D20-T-GOLDBEES-quick_recovery,Q-C-059-D20-GOLDBEES,quick_recovery,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,GOLDBEES,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,11:45:00,45,-231.987,139.1922,5.174,3.3006,2.6956,0.4817,0.6751,-0.2985,1.6621,5,0.6913
Q-C-059-D20-T-GOLDBEES-continuation,Q-C-059-D20-GOLDBEES,continuation,Q-C,59,2026-10-02,D20,Shock-and-normalize,ticker,GOLDBEES,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,45,-218.1986,-98.1894,4.1655,2.7397,1.9687,0.5004,0.7588,-0.5316,2.3909,45,0.1959
Q-C-061-D12-M-no_shock,Q-C-061-D12,no_shock,Q-C,61,2026-10-06,D12,Event day,market,ALL,scheduled_event_decision,pre-event lull;two-sided volatility;directional follow-through or fade,synthetic_shock_design,14:00:00,90,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2,45,0.2868
Q-C-061-D12-M-positive_shock,Q-C-061-D12,positive_shock,Q-C,61,2026-10-06,D12,Event day,market,ALL,scheduled_event_decision,pre-event lull;two-sided volatility;directional follow-through or fade,synthetic_shock_design,14:00:00,30,27.5016,-3.2637,3.629,2.8084,3.1027,0.9091,0.6709,0.6312,1.5339,15,0.4826
Q-C-061-D12-M-negative_shock,Q-C-061-D12,negative_shock,Q-C,61,2026-10-06,D12,Event day,market,ALL,scheduled_event_decision,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,11:45:00,30,-118.1426,-7.4783,2.5419,3.2301,2.1678,0.5374,0.7519,-0.8454,1.4062,60,0.4482
Q-C-061-D12-M-quick_recovery,Q-C-061-D12,quick_recovery,Q-C,61,2026-10-06,D12,Event day,market,ALL,scheduled_event_decision,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,30,-81.9586,49.1751,2.1723,2.2091,2.954,0.5409,0.8559,-0.7857,1.7335,10,0.8217
Q-C-061-D12-M-continuation,Q-C-061-D12,continuation,Q-C,61,2026-10-06,D12,Event day,market,ALL,scheduled_event_decision,pre-event lull;two-sided volatility;directional follow-through or fade,synthetic_shock_design,11:45:00,60,40.0821,18.037,2.6266,2.3874,2.1174,0.7371,0.3009,0.3558,1.8431,90,0.1782
Q-C-061-D12-T-ADANIPORTS-positive_shock,Q-C-061-D12-ADANIPORTS,positive_shock,Q-C,61,2026-10-06,D12,Event day,ticker,ADANIPORTS,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:00:00,60,50.8876,5.8601,4.12,3.3502,3.062,0.9838,0.5512,0.5088,1.3985,60,0.2997
Q-C-061-D12-T-ADANIPORTS-negative_shock,Q-C-061-D12-ADANIPORTS,negative_shock,Q-C,61,2026-10-06,D12,Event day,ticker,ADANIPORTS,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:00:00,60,-102.9192,10.86,2.4576,2.2084,3.0126,0.6279,1.0066,-0.324,1.4922,45,0.4386
Q-C-061-D12-T-ADANIPORTS-quick_recovery,Q-C-061-D12-ADANIPORTS,quick_recovery,Q-C,61,2026-10-06,D12,Event day,ticker,ADANIPORTS,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,45,-61.972,37.1832,4.3208,2.9664,2.1297,0.5419,0.8557,-0.3236,1.3713,5,0.706
Q-C-061-D12-T-ADANIPORTS-continuation,Q-C-061-D12-ADANIPORTS,continuation,Q-C,61,2026-10-06,D12,Event day,ticker,ADANIPORTS,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:30:00,90,170.3729,76.6678,3.4003,3.4279,1.4088,1.0118,0.5804,0.4888,1.5853,45,0.0566
Q-C-061-D12-T-BAJAJ-AUTO-positive_shock,Q-C-061-D12-BAJAJ-AUTO,positive_shock,Q-C,61,2026-10-06,D12,Event day,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:00:00,60,87.057,13.2535,4.4974,2.0065,2.7485,0.8111,0.5217,0.277,2.0327,15,0.3073
Q-C-061-D12-T-BAJAJ-AUTO-negative_shock,Q-C-061-D12-BAJAJ-AUTO,negative_shock,Q-C,61,2026-10-06,D12,Event day,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:15:00,45,-120.1057,-4.8843,4.0099,2.3526,1.4499,0.5991,0.8226,-0.3114,1.9719,60,0.3461
Q-C-061-D12-T-BAJAJ-AUTO-quick_recovery,Q-C-061-D12-BAJAJ-AUTO,quick_recovery,Q-C,61,2026-10-06,D12,Event day,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,90,-62.5694,37.5416,2.1447,1.953,2.9722,0.3241,0.7407,-0.5354,2.0586,5,0.5793
Q-C-061-D12-T-BAJAJ-AUTO-continuation,Q-C-061-D12-BAJAJ-AUTO,continuation,Q-C,61,2026-10-06,D12,Event day,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:15:00,60,146.048,65.7216,2.886,2.9478,3.0999,0.8951,0.3784,0.7932,1.4032,120,0.088
Q-C-061-D12-T-BANKBEES-positive_shock,Q-C-061-D12-BANKBEES,positive_shock,Q-C,61,2026-10-06,D12,Event day,ticker,BANKBEES,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:00:00,30,50.9664,-1.8256,4.2036,2.9165,1.5748,0.9013,0.3296,0.6345,1.4863,30,0.2886
Q-C-061-D12-T-BANKBEES-negative_shock,Q-C-061-D12-BANKBEES,negative_shock,Q-C,61,2026-10-06,D12,Event day,ticker,BANKBEES,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,11:45:00,30,-106.1,6.2066,3.564,2.1107,2.5376,0.5876,0.748,-0.7094,1.4608,15,0.253
Q-C-061-D12-T-BANKBEES-quick_recovery,Q-C-061-D12-BANKBEES,quick_recovery,Q-C,61,2026-10-06,D12,Event day,ticker,BANKBEES,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:30:00,45,-28.3296,16.9978,3.1536,2.3754,2.7577,0.4654,0.6464,-0.3418,1.9555,15,0.7825
Q-C-061-D12-T-BANKBEES-continuation,Q-C-061-D12-BANKBEES,continuation,Q-C,61,2026-10-06,D12,Event day,ticker,BANKBEES,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:30:00,45,58.4931,26.3219,3.2423,2.4707,1.7327,0.6607,0.4499,0.7986,2.0524,60,0.0631
Q-C-063-D07-M-no_shock,Q-C-063-D07,no_shock,Q-C,63,2026-10-08,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,60,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.7,30,0.4943
Q-C-063-D07-M-positive_shock,Q-C-063-D07,positive_shock,Q-C,63,2026-10-08,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,30,80.8589,-6.4187,5.326,2.211,2.9536,0.6305,0.2422,0.7853,1.8772,60,0.3722
Q-C-063-D07-M-negative_shock,Q-C-063-D07,negative_shock,Q-C,63,2026-10-08,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,45,-131.37,9.0911,3.9904,2.5032,2.5374,0.5015,0.6913,-0.5667,2.9728,15,0.3278
Q-C-063-D07-M-quick_recovery,Q-C-063-D07,quick_recovery,Q-C,63,2026-10-08,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,30,-99.2039,59.5223,5.2093,3.0561,3.8489,0.4126,0.7094,-0.6136,2.7342,10,0.6953
Q-C-063-D07-M-continuation,Q-C-063-D07,continuation,Q-C,63,2026-10-08,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,60,-104.7875,-47.1544,3.2255,2.6998,2.1353,0.3257,0.6166,-0.7118,1.7162,45,0.2133
Q-C-063-D07-T-ADANIPORTS-positive_shock,Q-C-063-D07-ADANIPORTS,positive_shock,Q-C,63,2026-10-08,D07,Sell-off/panic,ticker,ADANIPORTS,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,60,102.0757,-5.9847,5.4172,2.2272,2.123,0.5816,0.4561,0.5134,2.9636,15,0.2932
Q-C-063-D07-T-ADANIPORTS-negative_shock,Q-C-063-D07-ADANIPORTS,negative_shock,Q-C,63,2026-10-08,D07,Sell-off/panic,ticker,ADANIPORTS,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,30,-209.0148,28.2405,5.7644,3.8616,2.4352,0.507,0.5991,-0.2802,2.0751,15,0.4245
Q-C-063-D07-T-ADANIPORTS-quick_recovery,Q-C-063-D07-ADANIPORTS,quick_recovery,Q-C,63,2026-10-08,D07,Sell-off/panic,ticker,ADANIPORTS,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,30,-406.7744,244.0646,4.3746,3.5654,2.8213,0.3219,0.6329,-0.5421,2.9601,10,0.5844
Q-C-063-D07-T-ADANIPORTS-continuation,Q-C-063-D07-ADANIPORTS,continuation,Q-C,63,2026-10-08,D07,Sell-off/panic,ticker,ADANIPORTS,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,30,-206.5804,-92.9612,3.0599,3.628,3.4771,0.3056,0.5209,-0.8223,2.013,120,0.1954
Q-C-063-D07-T-BAJAJ-AUTO-positive_shock,Q-C-063-D07-BAJAJ-AUTO,positive_shock,Q-C,63,2026-10-08,D07,Sell-off/panic,ticker,BAJAJ-AUTO,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,30,58.9468,2.9211,3.143,2.295,2.859,0.7199,0.4256,0.2536,2.9577,15,0.4558
